# Results of applying herd to all litmus tests with "exists" conditions.
# 
# herd: 7.56+03, Rev: exported
# herd -model aarch64.cat TEST.litmus 
#
# Tests where "Always" or "Sometimes" with "exists" was observed are marked "Allow".
# Tests where "Never" with "exists" was observed are marked "Forbid".
# Tests where "Always" with "forall" was observed are marked "Allow".
# Tests where "Sometimes" or "Never" with "forall" was observed are marked "Forbid".
# 
# The tests where executed using runall-HERD7.py.
# Date: 230624-04:41

LB+poacquirerelease+pooncerelease Forbid
LB+poacquirereleases Forbid
LB+poonceonce+pooncerelease Allow
LB+pooncereleases Forbid
mp+o-rel+acq-o Forbid
mp+o-o+o-o Allow
MP+po-rel+addr Forbid
MP+poonceonce+poacquireacquire Allow
MP+poonceonce+poacquireonce Allow
MP+poonceonce+poonceacquire Allow
MP+pooncerelease+poacquireacquire Forbid
MP+pooncerelease+poacquireonce Forbid
MP+pooncerelease+poonceacquire Allow
MP+pooncerelease+poonceonce Allow
MP+poreleaseonce+poacquireacquire Allow
MP+poreleaseonce+poacquireonce Allow
MP+poreleaseonce+poonceacquire Allow
MP+poreleaseonce+poonceonce Allow
MP+poreleaserelease+poacquireacquire Forbid
MP+poreleaserelease+poacquireonce Forbid
MP+poreleaserelease+poonceacquire Allow
MP+poreleaserelease+poonceonce Allow
r+o-o+o-o Allow
R+poonceonce+poonceacquire Allow
R+poonceonce+poreleaseacquire Allow
R+poonceonce+poreleaseonce Allow
R+pooncerelease+poonceacquire Allow
R+pooncerelease+poonceonce Allow
R+pooncerelease+poreleaseacquire Forbid
R+pooncerelease+poreleaseonce Allow
R+poreleaseonce+poonceacquire Allow
R+poreleaseonce+poonceonce Allow
R+poreleaseonce+poreleaseacquire Allow
R+poreleaseonces Allow
R+poreleaserelease+poonceacquire Allow
R+poreleaserelease+poonceonce Allow
R+poreleaserelease+poreleaseacquire Forbid
R+poreleaserelease+poreleaseonce Allow
S+poonceonce+poacquireonce Allow
S+poonceonce+poacquirerelease Allow
S+poonceonce+pooncerelease Allow
S+pooncerelease+ctrlonceonce Forbid
S+pooncerelease+poacquireonce Forbid
S+pooncerelease+poacquirerelease Forbid
S+pooncerelease+poonceonce Allow
S+pooncereleases Forbid
S+poreleaseonce+ctrlonceonce Allow
S+poreleaseonce+poacquireonce Allow
S+poreleaseonce+poacquirerelease Allow
S+poreleaseonce+poonceonce Allow
S+poreleaseonce+pooncerelease Allow
S+poreleaserelease+ctrlonceonce Forbid
S+poreleaserelease+poacquireonce Forbid
S+poreleaserelease+poacquirerelease Forbid
S+poreleaserelease+poonceonce Allow
S+poreleaserelease+pooncerelease Forbid
sb+o-o+o-o Allow
SB+poonceacquire+poonceonce Allow
SB+poonceacquire+poreleaseacquire Allow
SB+poonceacquire+poreleaseonce Allow
SB+poonceacquires Allow
SB+poonceonce+poreleaseacquire Allow
SB+poonceonce+poreleaseonce Allow
SB+poreleaseacquire+poreleaseonce Allow
SB+poreleaseacquires Forbid
SB+poreleaseonces Allow
sb+rel-acq+rel-acq Forbid
sb+rel-o+rel-o Allow
TC16 Forbid
TC8 Forbid
RW-r+RW-a Forbid
LB+dataonceonce+dataonceonce-wsionceonce Forbid
LB+dataonceonce+dataoncerelease-wsireleaseonce Forbid
LB+dataonceonce+dataonceonce-rfionceonce-frionceonce Forbid
TC7 Allow
LB+dataonceonce+dataonceonce-rfionceonce-frionceonce-wsionceonce Forbid
LB+dataonceonce+dataonceonce-wsionceonce-rfionceonce-frionceonce Forbid
LB+dataonceonce+dataoncerelease-wsireleaseonce-rfionceonce-frionceonce Forbid
TC11 Allow
Luc09 Forbid
RWC+poacquireacquire+poonceacquire+Once Allow
RWC+poacquireacquire+poonceacquire+Release Allow
RWC+poacquireacquire+poonceonce+Once Allow
RWC+poacquireacquire+poonceonce+Release Allow
RWC+poacquireacquire+poreleaseacquire+Once Forbid
RWC+poacquireacquire+poreleaseacquire+Release Forbid
RWC+poacquireacquire+poreleaseonce+Once Allow
RWC+poacquireacquire+poreleaseonce+Release Allow
RWC+poacquireonce+poonceacquire+Once Allow
RWC+poacquireonce+poonceacquire+Release Allow
RWC+poacquireonce+poonceonce+Once Allow
RWC+poacquireonce+poonceonce+Release Allow
RWC+poacquireonce+poreleaseacquire+Once Forbid
RWC+poacquireonce+poreleaseacquire+Release Forbid
RWC+poacquireonce+poreleaseonce+Once Allow
RWC+poacquireonce+poreleaseonce+Release Allow
RWC+poonceacquire+poonceonce+Once Allow
RWC+poonceacquire+poonceonce+Release Allow
RWC+poonceacquire+poreleaseacquire+Once Allow
RWC+poonceacquire+poreleaseacquire+Release Allow
RWC+poonceacquire+poreleaseonce+Once Allow
RWC+poonceacquire+poreleaseonce+Release Allow
RWC+poonceacquires+Once Allow
RWC+poonceacquires+Release Allow
RWC+poonceonce+poonceacquire+Once Allow
RWC+poonceonce+poonceacquire+Release Allow
RWC+poonceonce+poreleaseacquire+Once Allow
RWC+poonceonce+poreleaseacquire+Release Allow
RWC+poonceonce+poreleaseonce+Once Allow
RWC+poonceonce+poreleaseonce+Release Allow
RWC+poonceonces+Release Allow
TC9 Forbid
TC9a Forbid
WRC+ctrlonceonce+poacquireacquire+Once Forbid
WRC+ctrlonceonce+poacquireacquire+Release Forbid
WRC+ctrlonceonce+poacquireonce+Once Forbid
WRC+ctrlonceonce+poacquireonce+Release Forbid
WRC+ctrlonceonce+poonceacquire+Once Allow
WRC+ctrlonceonce+poonceacquire+Release Allow
WRC+ctrlonceonce+poonceonce+Release Allow
wrc+o+o-rel+acq-o Forbid
wrc+o-o+o-o Allow
WRC+poacquireonce+poacquireacquire+Once Forbid
WRC+poacquireonce+poacquireacquire+Release Forbid
WRC+poacquireonce+poonceacquire+Once Allow
WRC+poacquireonce+poonceacquire+Release Allow
WRC+poacquireonce+poonceonce+Once Allow
WRC+poacquireonce+poonceonce+Release Allow
WRC+poacquireonces+Once Forbid
WRC+poacquireonces+Release Forbid
WRC+poacquirerelease+poacquireacquire+Once Forbid
WRC+poacquirerelease+poacquireacquire+Release Forbid
WRC+poacquirerelease+poacquireonce+Once Forbid
WRC+poacquirerelease+poacquireonce+Release Forbid
WRC+poacquirerelease+poonceacquire+Once Allow
WRC+poacquirerelease+poonceacquire+Release Allow
WRC+poacquirerelease+poonceonce+Once Allow
WRC+poacquirerelease+poonceonce+Release Allow
WRC+poonceonce+poacquireacquire+Once Allow
WRC+poonceonce+poacquireacquire+Release Allow
WRC+poonceonce+poacquireonce+Once Allow
WRC+poonceonce+poacquireonce+Release Allow
WRC+poonceonce+poonceacquire+Once Allow
WRC+poonceonce+poonceacquire+Release Allow
WRC+poonceonces+Release Allow
WRC+pooncerelease+poacquireacquire+Once Forbid
WRC+pooncerelease+poacquireacquire+Release Forbid
WRC+pooncerelease+poacquireonce+Once Forbid
WRC+pooncerelease+poacquireonce+Release Forbid
WRC+pooncerelease+poonceacquire+Once Allow
WRC+pooncerelease+poonceacquire+Release Allow
WRC+pooncerelease+poonceonce+Once Allow
WRC+pooncerelease+poonceonce+Release Allow
wrc+rel+acq-rel+acq-o Forbid
wrc+rel+acq-rel+acq-rel Forbid
WRR+2W+poacquireacquire+poonceonce+Once Allow
WRR+2W+poacquireacquire+poonceonce+Release Allow
WRR+2W+poacquireacquire+pooncerelease+Once Forbid
WRR+2W+poacquireacquire+pooncerelease+Release Forbid
WRR+2W+poacquireacquire+poreleaseonce+Once Allow
WRR+2W+poacquireacquire+poreleaseonce+Release Allow
WRR+2W+poacquireacquire+poreleaserelease+Once Forbid
WRR+2W+poacquireacquire+poreleaserelease+Release Forbid
WRR+2W+poacquireonce+poonceonce+Once Allow
WRR+2W+poacquireonce+poonceonce+Release Allow
WRR+2W+poacquireonce+pooncerelease+Once Forbid
WRR+2W+poacquireonce+pooncerelease+Release Forbid
WRR+2W+poacquireonce+poreleaseonce+Once Allow
WRR+2W+poacquireonce+poreleaseonce+Release Allow
WRR+2W+poacquireonce+poreleaserelease+Once Forbid
WRR+2W+poacquireonce+poreleaserelease+Release Forbid
WRR+2W+poonceacquire+poonceonce+Once Allow
WRR+2W+poonceacquire+poonceonce+Release Allow
WRR+2W+poonceacquire+pooncerelease+Once Allow
WRR+2W+poonceacquire+pooncerelease+Release Allow
WRR+2W+poonceacquire+poreleaseonce+Once Allow
WRR+2W+poonceacquire+poreleaseonce+Release Allow
WRR+2W+poonceacquire+poreleaserelease+Once Allow
WRR+2W+poonceacquire+poreleaserelease+Release Allow
WRR+2W+poonceonce+pooncerelease+Once Allow
WRR+2W+poonceonce+pooncerelease+Release Allow
WRR+2W+poonceonce+poreleaseonce+Once Allow
WRR+2W+poonceonce+poreleaseonce+Release Allow
WRR+2W+poonceonce+poreleaserelease+Once Allow
WRR+2W+poonceonce+poreleaserelease+Release Allow
WRR+2W+poonceonces+Release Allow
WRW+2W+ctrlonceonce+poonceonce+Release Allow
WRW+2W+ctrlonceonce+pooncerelease+Once Forbid
WRW+2W+ctrlonceonce+pooncerelease+Release Forbid
WRW+2W+ctrlonceonce+poreleaseonce+Once Allow
WRW+2W+ctrlonceonce+poreleaseonce+Release Allow
WRW+2W+ctrlonceonce+poreleaserelease+Once Forbid
WRW+2W+ctrlonceonce+poreleaserelease+Release Forbid
WRW+2W+poacquireonce+poonceonce+Once Allow
WRW+2W+poacquireonce+poonceonce+Release Allow
WRW+2W+poacquireonce+pooncerelease+Once Forbid
WRW+2W+poacquireonce+pooncerelease+Release Forbid
WRW+2W+poacquireonce+poreleaseonce+Once Allow
WRW+2W+poacquireonce+poreleaseonce+Release Allow
WRW+2W+poacquireonce+poreleaserelease+Once Forbid
WRW+2W+poacquireonce+poreleaserelease+Release Forbid
WRW+2W+poacquirerelease+poonceonce+Once Allow
WRW+2W+poacquirerelease+poonceonce+Release Allow
WRW+2W+poacquirerelease+pooncerelease+Once Forbid
WRW+2W+poacquirerelease+pooncerelease+Release Forbid
WRW+2W+poacquirerelease+poreleaseonce+Once Allow
WRW+2W+poacquirerelease+poreleaseonce+Release Allow
WRW+2W+poacquirerelease+poreleaserelease+Once Forbid
WRW+2W+poacquirerelease+poreleaserelease+Release Forbid
WRW+2W+poonceonce+pooncerelease+Once Allow
WRW+2W+poonceonce+pooncerelease+Release Allow
WRW+2W+poonceonce+poreleaseonce+Once Allow
WRW+2W+poonceonce+poreleaseonce+Release Allow
WRW+2W+poonceonce+poreleaserelease+Once Allow
WRW+2W+poonceonce+poreleaserelease+Release Allow
WRW+2W+poonceonces+Release Allow
WRW+2W+pooncerelease+poonceonce+Once Allow
WRW+2W+pooncerelease+poonceonce+Release Allow
WRW+2W+pooncerelease+poreleaseonce+Once Allow
WRW+2W+pooncerelease+poreleaseonce+Release Allow
WRW+2W+pooncerelease+poreleaserelease+Once Forbid
WRW+2W+pooncerelease+poreleaserelease+Release Forbid
WRW+2W+pooncereleases+Once Forbid
WRW+2W+pooncereleases+Release Forbid
WRW+WR+ctrlonceonce+poonceacquire+Once Allow
WRW+WR+ctrlonceonce+poonceacquire+Release Allow
WRW+WR+ctrlonceonce+poonceonce+Release Allow
WRW+WR+ctrlonceonce+poreleaseacquire+Once Forbid
WRW+WR+ctrlonceonce+poreleaseacquire+Release Forbid
WRW+WR+ctrlonceonce+poreleaseonce+Once Allow
WRW+WR+ctrlonceonce+poreleaseonce+Release Allow
WRW+WR+poacquireonce+poonceacquire+Once Allow
WRW+WR+poacquireonce+poonceacquire+Release Allow
WRW+WR+poacquireonce+poonceonce+Once Allow
WRW+WR+poacquireonce+poonceonce+Release Allow
WRW+WR+poacquireonce+poreleaseacquire+Once Forbid
WRW+WR+poacquireonce+poreleaseacquire+Release Forbid
WRW+WR+poacquireonce+poreleaseonce+Once Allow
WRW+WR+poacquireonce+poreleaseonce+Release Allow
WRW+WR+poacquirerelease+poonceacquire+Once Allow
WRW+WR+poacquirerelease+poonceacquire+Release Allow
WRW+WR+poacquirerelease+poonceonce+Once Allow
WRW+WR+poacquirerelease+poonceonce+Release Allow
WRW+WR+poacquirerelease+poreleaseacquire+Once Forbid
WRW+WR+poacquirerelease+poreleaseacquire+Release Forbid
WRW+WR+poacquirerelease+poreleaseonce+Once Allow
WRW+WR+poacquirerelease+poreleaseonce+Release Allow
WRW+WR+poonceonce+poonceacquire+Once Allow
WRW+WR+poonceonce+poonceacquire+Release Allow
WRW+WR+poonceonce+poreleaseacquire+Once Allow
WRW+WR+poonceonce+poreleaseacquire+Release Allow
WRW+WR+poonceonce+poreleaseonce+Once Allow
WRW+WR+poonceonce+poreleaseonce+Release Allow
WRW+WR+poonceonces+Release Allow
WRW+WR+pooncerelease+poonceacquire+Once Allow
WRW+WR+pooncerelease+poonceacquire+Release Allow
WRW+WR+pooncerelease+poonceonce+Once Allow
WRW+WR+pooncerelease+poonceonce+Release Allow
WRW+WR+pooncerelease+poreleaseacquire+Once Forbid
WRW+WR+pooncerelease+poreleaseacquire+Release Forbid
WRW+WR+pooncerelease+poreleaseonce+Once Allow
WRW+WR+pooncerelease+poreleaseonce+Release Allow
WWC+ctrlonceonce+poacquireonce+Once Forbid
WWC+ctrlonceonce+poacquireonce+Release Forbid
WWC+ctrlonceonce+poacquirerelease+Once Forbid
WWC+ctrlonceonce+poacquirerelease+Release Forbid
WWC+ctrlonceonce+poonceonce+Release Allow
WWC+ctrlonceonce+pooncerelease+Once Forbid
WWC+ctrlonceonce+pooncerelease+Release Forbid
WWC+ctrlonceonces+Release Forbid
WWC+poacquireonce+ctrlonceonce+Once Forbid
WWC+poacquireonce+ctrlonceonce+Release Forbid
WWC+poacquireonce+poacquirerelease+Once Forbid
WWC+poacquireonce+poacquirerelease+Release Forbid
WWC+poacquireonce+poonceonce+Once Allow
WWC+poacquireonce+poonceonce+Release Allow
WWC+poacquireonce+pooncerelease+Once Forbid
WWC+poacquireonces+Once Forbid
WWC+poacquireonces+Release Forbid
WWC+poacquirerelease+ctrlonceonce+Once Forbid
WWC+poacquirerelease+ctrlonceonce+Release Forbid
WWC+poacquirerelease+poacquireonce+Once Forbid
WWC+poacquirerelease+poacquireonce+Release Forbid
WWC+poacquirerelease+poonceonce+Once Allow
WWC+poacquirerelease+poonceonce+Release Allow
WWC+poacquirerelease+pooncerelease+Once Forbid
WWC+poacquirerelease+pooncerelease+Release Forbid
WWC+poacquirereleases+Once Forbid
WWC+poacquirereleases+Release Forbid
WWC+poonceonce+ctrlonceonce+Release Allow
WWC+poonceonce+poacquireonce+Once Allow
WWC+poonceonce+poacquireonce+Release Allow
WWC+poonceonce+poacquirerelease+Once Allow
WWC+poonceonce+poacquirerelease+Release Allow
WWC+poonceonce+pooncerelease+Once Allow
WWC+poonceonce+pooncerelease+Release Allow
WWC+poonceonces+Release Allow
WWC+pooncerelease+ctrlonceonce+Once Forbid
WWC+pooncerelease+ctrlonceonce+Release Forbid
WWC+pooncerelease+poacquireonce+Once Forbid
WWC+pooncerelease+poacquireonce+Release Forbid
WWC+pooncerelease+poacquirerelease+Once Forbid
WWC+pooncerelease+poacquirerelease+Release Forbid
WWC+pooncerelease+poonceonce+Once Allow
WWC+pooncerelease+poonceonce+Release Allow
WWC+pooncereleases+Once Forbid
WWC+pooncereleases+Release Forbid
dist-2+2w+o-o+o-o Allow
dist-2+2w+rel+acq-o+o-rel Forbid
w+ro-ro+wo-ro Allow
w+ro-wo+wo-ro Allow
3.2W+poonceonce+poonceonce+pooncerelease Allow
3.2W+poonceonce+poonceonce+poreleaseonce Allow
3.2W+poonceonce+poonceonce+poreleaserelease Allow
3.2W+poonceonce+pooncerelease+pooncerelease Allow
3.2W+poonceonce+pooncerelease+poreleaseonce Allow
3.2W+poonceonce+pooncerelease+poreleaserelease Allow
3.2W+poonceonce+poreleaseonce+pooncerelease Allow
3.2W+poonceonce+poreleaseonce+poreleaseonce Allow
3.2W+poonceonce+poreleaseonce+poreleaserelease Allow
3.2W+poonceonce+poreleaserelease+pooncerelease Allow
3.2W+poonceonce+poreleaserelease+poreleaseonce Allow
3.2W+poonceonce+poreleaserelease+poreleaserelease Allow
3.2W+pooncerelease+pooncerelease+poreleaseonce Allow
3.2W+pooncerelease+pooncerelease+poreleaserelease Forbid
3.2W+pooncerelease+poreleaseonce+poreleaseonce Allow
3.2W+pooncerelease+poreleaseonce+poreleaserelease Allow
3.2W+pooncerelease+poreleaserelease+poreleaseonce Allow
3.2W+pooncerelease+poreleaserelease+poreleaserelease Forbid
3.2W+pooncereleases Forbid
3.2W+poreleaseonce+poreleaseonce+poreleaserelease Allow
3.2W+poreleaseonce+poreleaserelease+poreleaserelease Allow
3.2W+poreleaseonces Allow
3.2W+poreleasereleases Forbid
3.lb+acq-o+acq-o Forbid
3.lb+acq-rel+acq-rel Forbid
3.LB+ctrlonceonce+ctrlonceonce+pooncerelease Forbid
3.LB+ctrlonceonce+poacquireonce+ctrlonceonce Forbid
3.LB+ctrlonceonce+poacquireonce+poacquireonce Forbid
3.LB+ctrlonceonce+poacquireonce+poacquirerelease Forbid
3.LB+ctrlonceonce+poacquireonce+poonceonce Allow
3.LB+ctrlonceonce+poacquireonce+pooncerelease Forbid
3.LB+ctrlonceonce+poacquirerelease+ctrlonceonce Forbid
3.LB+ctrlonceonce+poacquirerelease+poacquireonce Forbid
3.LB+ctrlonceonce+poacquirerelease+poacquirerelease Forbid
3.LB+ctrlonceonce+poacquirerelease+poonceonce Allow
3.LB+ctrlonceonce+poacquirerelease+pooncerelease Forbid
3.LB+ctrlonceonce+poonceonce+poacquireonce Allow
3.LB+ctrlonceonce+poonceonce+poacquirerelease Allow
3.LB+ctrlonceonce+poonceonce+pooncerelease Allow
3.LB+ctrlonceonce+pooncerelease+poacquireonce Forbid
3.LB+ctrlonceonce+pooncerelease+poacquirerelease Forbid
3.LB+ctrlonceonce+pooncerelease+poonceonce Allow
3.LB+ctrlonceonce+pooncerelease+pooncerelease Forbid
3.lb+o-o+o-o Allow
3.lb+o-rel+acq-rel+acq-o Forbid
3.LB+poacquireonce+poacquireonce+poacquirerelease Forbid
3.LB+poacquireonce+poacquireonce+poonceonce Allow
3.LB+poacquireonce+poacquireonce+pooncerelease Forbid
3.LB+poacquireonce+poacquirerelease+poacquirerelease Forbid
3.LB+poacquireonce+poacquirerelease+poonceonce Allow
3.LB+poacquireonce+poacquirerelease+pooncerelease Forbid
3.LB+poacquireonce+poonceonce+poacquirerelease Allow
3.LB+poacquireonce+poonceonce+poonceonce Allow
3.LB+poacquireonce+poonceonce+pooncerelease Allow
3.LB+poacquireonce+pooncerelease+poacquirerelease Forbid
3.LB+poacquireonce+pooncerelease+poonceonce Allow
3.LB+poacquireonce+pooncerelease+pooncerelease Forbid
3.LB+poacquireonces Forbid
3.LB+poacquirerelease+poacquirerelease+poonceonce Allow
3.LB+poacquirerelease+poacquirerelease+pooncerelease Forbid
3.LB+poacquirerelease+poonceonce+poonceonce Allow
3.LB+poacquirerelease+poonceonce+pooncerelease Allow
3.LB+poacquirerelease+pooncerelease+poonceonce Allow
3.LB+poacquirerelease+pooncerelease+pooncerelease Forbid
3.LB+poacquirereleases Forbid
3.LB+poonceonce+poonceonce+pooncerelease Allow
3.LB+poonceonce+pooncerelease+pooncerelease Allow
3.LB+pooncereleases Forbid
3.SB+poonceacquire+poonceacquire+poonceonce Allow
3.SB+poonceacquire+poonceacquire+poreleaseacquire Allow
3.SB+poonceacquire+poonceacquire+poreleaseonce Allow
3.SB+poonceacquire+poonceonce+poonceonce Allow
3.SB+poonceacquire+poonceonce+poreleaseacquire Allow
3.SB+poonceacquire+poonceonce+poreleaseonce Allow
3.SB+poonceacquire+poreleaseacquire+poonceonce Allow
3.SB+poonceacquire+poreleaseacquire+poreleaseacquire Allow
3.SB+poonceacquire+poreleaseacquire+poreleaseonce Allow
3.SB+poonceacquire+poreleaseonce+poonceonce Allow
3.SB+poonceacquire+poreleaseonce+poreleaseacquire Allow
3.SB+poonceacquire+poreleaseonce+poreleaseonce Allow
3.SB+poonceacquires Allow
3.SB+poonceonce+poonceonce+poreleaseacquire Allow
3.SB+poonceonce+poonceonce+poreleaseonce Allow
3.SB+poonceonce+poreleaseacquire+poreleaseacquire Allow
3.SB+poonceonce+poreleaseacquire+poreleaseonce Allow
3.SB+poonceonce+poreleaseonce+poreleaseacquire Allow
3.SB+poonceonce+poreleaseonce+poreleaseonce Allow
3.SB+poreleaseacquire+poreleaseacquire+poreleaseonce Allow
3.SB+poreleaseacquire+poreleaseonce+poreleaseonce Allow
3.SB+poreleaseacquires Forbid
3.SB+poreleaseonces Allow
Alan05 Forbid
isa2+o-o+o-o+o-o Allow
isa2+o-rel+acq-rel+acq-o Forbid
isa2+o-rel+acq-rel+lderef-o Allow
ISA2+poonceonce+ctrlonceonce+poacquireacquire Allow
ISA2+poonceonce+ctrlonceonce+poacquireonce Allow
ISA2+poonceonce+ctrlonceonce+poonceacquire Allow
ISA2+poonceonce+poacquireonce+poacquireacquire Allow
ISA2+poonceonce+poacquireonce+poacquireonce Allow
ISA2+poonceonce+poacquireonce+poonceacquire Allow
ISA2+poonceonce+poacquireonce+poonceonce Allow
ISA2+poonceonce+poacquirerelease+poacquireacquire Allow
ISA2+poonceonce+poacquirerelease+poacquireonce Allow
ISA2+poonceonce+poacquirerelease+poonceacquire Allow
ISA2+poonceonce+poacquirerelease+poonceonce Allow
ISA2+poonceonce+poonceonce+poacquireacquire Allow
ISA2+poonceonce+poonceonce+poacquireonce Allow
ISA2+poonceonce+poonceonce+poonceacquire Allow
ISA2+poonceonce+pooncerelease+poacquireacquire Allow
ISA2+poonceonce+pooncerelease+poacquireonce Allow
ISA2+poonceonce+pooncerelease+poonceacquire Allow
ISA2+poonceonce+pooncerelease+poonceonce Allow
ISA2+pooncerelease+ctrlonceonce+poacquireacquire Forbid
ISA2+pooncerelease+ctrlonceonce+poacquireonce Forbid
ISA2+pooncerelease+ctrlonceonce+poonceacquire Allow
ISA2+pooncerelease+ctrlonceonce+poonceonce Allow
ISA2+pooncerelease+poacquireonce+poacquireacquire Forbid
ISA2+pooncerelease+poacquireonce+poacquireonce Forbid
ISA2+pooncerelease+poacquireonce+poonceacquire Allow
ISA2+pooncerelease+poacquireonce+poonceonce Allow
ISA2+pooncerelease+poacquirerelease+poacquireacquire Forbid
ISA2+pooncerelease+poacquirerelease+poacquireonce Forbid
ISA2+pooncerelease+poacquirerelease+poonceacquire Allow
ISA2+pooncerelease+poacquirerelease+poonceonce Allow
ISA2+pooncerelease+poonceonce+poacquireacquire Allow
ISA2+pooncerelease+poonceonce+poacquireonce Allow
ISA2+pooncerelease+poonceonce+poonceacquire Allow
ISA2+pooncerelease+poonceonce+poonceonce Allow
ISA2+pooncerelease+pooncerelease+poacquireacquire Forbid
ISA2+pooncerelease+pooncerelease+poacquireonce Forbid
ISA2+pooncerelease+pooncerelease+poonceacquire Allow
ISA2+pooncerelease+pooncerelease+poonceonce Allow
ISA2+poreleaseonce+ctrlonceonce+poacquireacquire Allow
ISA2+poreleaseonce+ctrlonceonce+poacquireonce Allow
ISA2+poreleaseonce+ctrlonceonce+poonceacquire Allow
ISA2+poreleaseonce+ctrlonceonce+poonceonce Allow
ISA2+poreleaseonce+poacquireonce+poacquireacquire Allow
ISA2+poreleaseonce+poacquireonce+poacquireonce Allow
ISA2+poreleaseonce+poacquireonce+poonceacquire Allow
ISA2+poreleaseonce+poacquireonce+poonceonce Allow
ISA2+poreleaseonce+poacquirerelease+poacquireacquire Allow
ISA2+poreleaseonce+poacquirerelease+poacquireonce Allow
ISA2+poreleaseonce+poacquirerelease+poonceacquire Allow
ISA2+poreleaseonce+poacquirerelease+poonceonce Allow
ISA2+poreleaseonce+poonceonce+poacquireacquire Allow
ISA2+poreleaseonce+poonceonce+poacquireonce Allow
ISA2+poreleaseonce+poonceonce+poonceacquire Allow
ISA2+poreleaseonce+poonceonce+poonceonce Allow
ISA2+poreleaseonce+pooncerelease+poacquireacquire Allow
ISA2+poreleaseonce+pooncerelease+poacquireonce Allow
ISA2+poreleaseonce+pooncerelease+poonceacquire Allow
ISA2+poreleaseonce+pooncerelease+poonceonce Allow
ISA2+poreleaserelease+ctrlonceonce+poacquireacquire Forbid
ISA2+poreleaserelease+ctrlonceonce+poacquireonce Forbid
ISA2+poreleaserelease+ctrlonceonce+poonceacquire Allow
ISA2+poreleaserelease+ctrlonceonce+poonceonce Allow
ISA2+poreleaserelease+poacquireonce+poacquireacquire Forbid
ISA2+poreleaserelease+poacquireonce+poacquireonce Forbid
ISA2+poreleaserelease+poacquireonce+poonceacquire Allow
ISA2+poreleaserelease+poacquireonce+poonceonce Allow
ISA2+poreleaserelease+poacquirerelease+poacquireacquire Forbid
ISA2+poreleaserelease+poacquirerelease+poacquireonce Forbid
ISA2+poreleaserelease+poacquirerelease+poonceacquire Allow
ISA2+poreleaserelease+poacquirerelease+poonceonce Allow
ISA2+poreleaserelease+poonceonce+poacquireacquire Allow
ISA2+poreleaserelease+poonceonce+poacquireonce Allow
ISA2+poreleaserelease+poonceonce+poonceacquire Allow
ISA2+poreleaserelease+poonceonce+poonceonce Allow
ISA2+poreleaserelease+pooncerelease+poacquireacquire Forbid
ISA2+poreleaserelease+pooncerelease+poacquireonce Forbid
ISA2+poreleaserelease+pooncerelease+poonceacquire Allow
ISA2+poreleaserelease+pooncerelease+poonceonce Allow
Luc03 Forbid
Luc04 Forbid
Luc05 Forbid
W+RWC+poonceonce+poacquireacquire+poonceacquire Allow
W+RWC+poonceonce+poacquireacquire+poonceonce Allow
W+RWC+poonceonce+poacquireacquire+poreleaseacquire Allow
W+RWC+poonceonce+poacquireacquire+poreleaseonce Allow
W+RWC+poonceonce+poacquireonce+poonceacquire Allow
W+RWC+poonceonce+poacquireonce+poonceonce Allow
W+RWC+poonceonce+poacquireonce+poreleaseacquire Allow
W+RWC+poonceonce+poacquireonce+poreleaseonce Allow
W+RWC+poonceonce+poonceacquire+poonceacquire Allow
W+RWC+poonceonce+poonceacquire+poonceonce Allow
W+RWC+poonceonce+poonceacquire+poreleaseacquire Allow
W+RWC+poonceonce+poonceacquire+poreleaseonce Allow
W+RWC+poonceonce+poonceonce+poonceacquire Allow
W+RWC+poonceonce+poonceonce+poreleaseacquire Allow
W+RWC+poonceonce+poonceonce+poreleaseonce Allow
W+RWC+pooncerelease+poacquireacquire+poonceacquire Allow
W+RWC+pooncerelease+poacquireacquire+poonceonce Allow
W+RWC+pooncerelease+poacquireacquire+poreleaseacquire Forbid
W+RWC+pooncerelease+poacquireacquire+poreleaseonce Allow
W+RWC+pooncerelease+poacquireonce+poonceacquire Allow
W+RWC+pooncerelease+poacquireonce+poonceonce Allow
W+RWC+pooncerelease+poacquireonce+poreleaseacquire Forbid
W+RWC+pooncerelease+poacquireonce+poreleaseonce Allow
W+RWC+pooncerelease+poonceacquire+poonceacquire Allow
W+RWC+pooncerelease+poonceacquire+poonceonce Allow
W+RWC+pooncerelease+poonceacquire+poreleaseacquire Allow
W+RWC+pooncerelease+poonceacquire+poreleaseonce Allow
W+RWC+pooncerelease+poonceonce+poonceacquire Allow
W+RWC+pooncerelease+poonceonce+poonceonce Allow
W+RWC+pooncerelease+poonceonce+poreleaseacquire Allow
W+RWC+pooncerelease+poonceonce+poreleaseonce Allow
W+RWC+poreleaseonce+poacquireacquire+poonceacquire Allow
W+RWC+poreleaseonce+poacquireacquire+poonceonce Allow
W+RWC+poreleaseonce+poacquireacquire+poreleaseacquire Allow
W+RWC+poreleaseonce+poacquireacquire+poreleaseonce Allow
W+RWC+poreleaseonce+poacquireonce+poonceacquire Allow
W+RWC+poreleaseonce+poacquireonce+poonceonce Allow
W+RWC+poreleaseonce+poacquireonce+poreleaseacquire Allow
W+RWC+poreleaseonce+poacquireonce+poreleaseonce Allow
W+RWC+poreleaseonce+poonceacquire+poonceacquire Allow
W+RWC+poreleaseonce+poonceacquire+poonceonce Allow
